Country,Position,Date,Song title,Song author,Country,Genre
Chile,11,2023-03-25,Pegate,Standly,,Latino
Chile,12,2023-03-25,Baila Para Mi,Standly,,Latino
Chile,13,2023-03-25,Ese Corte,Balbi El Chamako,CL,
Chile,14,2023-03-25,Bailando,El Jordan 23,,
Chile,15,2023-03-25,Ya No Pienso En Ti,Jere Kelin,,
Chile,16,2023-03-25,34 Amor Y Mafia Remix,El Jincho & Harry Nach,,
Chile,17,2023-03-25,Traketo,Jere Klein,,
Chile,18,2023-03-25,512,Jhay Cortez & Mora,PR,
Chile,19,2023-03-25,Lo Mismo Que Yo Rmx,Balbi El Chamako & Marcianeke,CL,
Chile,20,2023-03-25,Glocko,Nickoog Clk,,
Chile,1,2023-02-25,Marisola,Cris MJ,,
Chile,2,2023-02-25,La Inocente,Feir & Mora,,
Chile,3,2023-02-25,Mi Buen Amor,Mon Laferte & Enrique Bunbury,ES,
Chile,4,2023-02-25,Sheraton,El Jordan 23,,Urbano latino
Chile,5,2023-02-25,Tu Falta De Querer,Mon Laferte,MX,Rock y Alternativo
Chile,6,2023-02-25,2 Hielos,King Savagge,,
Chile,7,2023-02-25,Ultra Solo Remix,"Feid, De La Ghetto, Paloma Mami, Polima Westcoast & Pailita",CL,
Chile,8,2023-02-25,Los Rockstars,Gabo El Chamaquito & Jere Klein,,
Chile,9,2023-02-25,Muneca,Marcianeke & Jere Klein,CL,
Chile,10,2023-02-25,Ese Corte,Balbi El Chamako,CL,
Chile,11,2023-02-25,Pegate,Standly,,Latino
Chile,12,2023-02-25,34 Amor Y Mafia Remix,El Jincho & Harry Nach,,
Chile,13,2023-02-25,Mi Facha,Cris MJ,,
Chile,14,2023-02-25,Bailando,El Jordan 23,,
Chile,15,2023-02-25,Vengo De La Brea,Lucky Brown & Jere Klein,US,Urbano latino
Chile,16,2023-02-25,Mandame Tu Ubi,Jere Klein,,
Chile,17,2023-02-25,Lokotron,"Pablo Chill-e & Harry Nach, Polima Westcoast, Cris MJ & Aqua VS",CL,
Chile,18,2023-02-25,Ya No Pienso En Ti,Jere Kelin,,
Chile,19,2023-02-25,Baila Para Mi,Standly,,Latino
Chile,20,2023-02-25,Con Puras De 25,Jairo Vera,,
Chile,1,2023-01-28,Marisola,Cris MJ,,
Chile,2,2023-01-28,La Inocente,Feir & Mora,,
Chile,3,2023-01-28,Ese Corte,Balbi El Chamako,CL,
Chile,4,2023-01-28,Mi Buen Amor,Mon Laferte & Enrique Bunbury,ES,
Chile,5,2023-01-28,Ultra Solo Remix,"Feid, De La Ghetto, Paloma Mami, Polima Westcoast & Pailita",CL,
Chile,6,2023-01-28,Tu Falta De Querer,Mon Laferte,MX,Rock y Alternativo
Chile,7,2023-01-28,Pegate,Standly,,Latino
Chile,8,2023-01-28,Muneca,Marcianeke & Jere Klein,CL,
Chile,9,2023-01-28,Mandame Tu Ubi,Jere Klein,,
Chile,10,2023-01-28,Lokotron,"Pablo Chill-e & Harry Nach, Polima Westcoast, Cris MJ & Aqua VS",CL,
Chile,11,2023-01-28,Llamame Bebe,"Young Cister, Cris MJ & Pailita",Santiago,
Chile,12,2023-01-28,34 Amor Y Mafia Remix,El Jincho & Harry Nach,,
Chile,13,2023-01-28,Como Tu Ninguna,Pablo Chill-E & Cris MJ,,
Chile,14,2023-01-28,Bailando,El Jordan 23,,
Chile,15,2023-01-28,Baila Para Mi,Standly,,Latino
Chile,16,2023-01-28,Tu Diablo,ITHAN NY,,
Chile,17,2023-01-28,Blackout,Mora,,
Chile,18,2023-01-28,Los Diablotes,Jere Klein,,
Chile,19,2023-01-28,Mi Facha,Cris MJ,,
Chile,20,2023-01-28,Marisola,Cris MJ,,
Chile,1,2022-12-31,Marisola,Cris MJ,,
Chile,2,2022-12-31,Llamame Bebe,"Young Cister, Cris MJ & Pailita",Santiago,
Chile,3,2022-12-31,La Inocente,Feir & Mora,,
Chile,4,2022-12-31,Ese Corte,Balbi El Chamako,CL,
Chile,5,2022-12-31,Ultra Solo Remix,"Feid, De La Ghetto, Paloma Mami, Polima Westcoast & Pailita",CL,
Chile,6,2022-12-31,Por Que No Te Decides,Pailita,Santiago,
Chile,7,2022-12-31,Tu Falta De Querer,Mon Laferte,MX,Rock y Alternativo
Chile,8,2022-12-31,Pegate,Standly,,Latino
Chile,9,2022-12-31,34 Amor Y Mafia Remix,El Jincho & Harry Nach,,
Chile,10,2022-12-31,Tu Diablo,ITHAN NY,,
Chile,11,2022-12-31,Mandame Tu Ubi,Jere Klein,,
Chile,12,2022-12-31,Baila Para Mi,Standly,,Latino
Chile,13,2022-12-31,Lokotron,"Pablo Chill-e & Harry Nach, Polima Westcoast, Cris MJ & Aqua VS",CL,
Chile,14,2022-12-31,Mi Buen Amor,Mon Laferte & Enrique Bunbury,ES,
Chile,15,2022-12-31,Bailando,El Jordan 23,,
Chile,16,2022-12-31,Marisola,Cris MJ,,
Chile,17,2022-12-31,Pailita,Pailita,Santiago,Urbano latino
Chile,18,2022-12-31,Muneca,Marcianeke & Jere Klein,CL,
Chile,19,2022-12-31,Mami,El Jordan 23,,
Chile,20,2022-12-31,Panty,Pailita,Santiago,
Chile,1,2022-12-03,Marisola,Cris MJ,,
Chile,2,2022-12-03,34 Amor Y Mafia Remix,El Jincho & Harry Nach,,
Chile,3,2022-12-03,Baila Para Mi,Standly,,Latino
Chile,4,2022-12-03,Ultra Solo Remix,"Feid, De La Ghetto, Paloma Mami, Polima Westcoast & Pailita",CL,
Chile,5,2022-12-03,Lacone,Polima Westcoast & Quevedo,CL,
Chile,6,2022-12-03,La Inocente,Feir & Mora,,
Chile,7,2022-12-03,Tu Diablo,ITHAN NY,,
Chile,8,2022-12-03,Tu Falta De Querer,Mon Laferte,MX,Rock y Alternativo
Chile,9,2022-12-03,Como Tu Ninguna,Pablo Chill-E & Cris MJ,,
Chile,10,2022-12-03,Pailita,Pailita,Santiago,Urbano latino
Chile,11,2022-12-03,Mami,El Jordan 23,,
Chile,12,2022-12-03,Baby Otaku,"Fran C, Polima Westcoast, Nickoog Clk & Pablito Pesadilla",CL,
Chile,13,2022-12-03,Pegate,Standly,,Latino
Chile,14,2022-12-03,Manana No Hay Clases,Standly,,Latino
Chile,15,2022-12-03,Bailando,El Jordan 23,,
Chile,16,2022-12-03,Mi Buen Amor,Mon Laferte & Enrique Bunbury,ES,
Chile,17,2022-12-03,Bellakera,Cris MJ,,
Chile,18,2022-12-03,Paz Mental,Cris MJ,,
Chile,19,2022-12-03,Welcome To My World,Cris MJ,,
Chile,20,2022-12-03,Prendiendo Blones,El Jordan 23,,New Age
Chile,1,2022-11-05,Marisola,Cris MJ,,
Chile,2,2022-11-05,Baila Para Mi,Standly,,Latino
Chile,3,2022-11-05,Ultra Solo Remix,"Feid, De La Ghetto, Paloma Mami, Polima Westcoast & Pailita",CL,
Chile,4,2022-11-05,34 Amor Y Mafia Remix,El Jincho & Harry Nach,,
Chile,5,2022-11-05,Baby Otaku,"Fran C, Polima Westcoast, Nickoog Clk & Pablito Pesadilla",CL,
Chile,6,2022-11-05,La Inocente,Feir & Mora,,
Chile,7,2022-11-05,Pegate,Standly,,Latino
Chile,8,2022-11-05,Tu Falta De Querer,Mon Laferte,MX,Rock y Alternativo
Chile,9,2022-11-05,Pailita,Pailita,Santiago,Urbano latino
Chile,10,2022-11-05,Apa,Mora,,
Chile,11,2022-11-05,Domingo De Bote,Mora,,Urbano latino
Chile,12,2022-11-05,Paz Mental,Cris MJ,,
Chile,13,2022-11-05,Bailando,El Jordan 23,,
Chile,14,2022-11-05,Bellakera,Cris MJ,,
Chile,15,2022-11-05,Modelito,Mora,,
Chile,16,2022-11-05,Prendiendo Blones,El Jordan 23,,New Age
Chile,17,2022-11-05,Calenton,Mora,,Urbano latino
Chile,18,2022-11-05,Mi Buen Amor,Mon Laferte & Enrique Bunbury,ES,
Chile,19,2022-11-05,Bailemos Reggaeton,Standly,,Latino
Chile,20,2022-11-05,Tu Diablo,ITHAN NY,,
Chile,1,2022-10-08,Marisola,Cris MJ,,
Chile,2,2022-10-08,Baby Otaku,"Fran C, Polima Westcoast, Nickoog Clk & Pablito Pesadilla",CL,
Chile,3,2022-10-08,Ultra Solo Remix,"Feid, De La Ghetto, Paloma Mami, Polima Westcoast & Pailita",CL,
Chile,4,2022-10-08,La Inocente,Feir & Mora,,
Chile,5,2022-10-08,Baila Para Mi,Standly,,Latino
Chile,6,2022-10-08,Calenton,Mora,,Urbano latino
Chile,7,2022-10-08,Pailita,Pailita,Santiago,Urbano latino
Chile,8,2022-10-08,Pegate,Standly,,Latino
Chile,9,2022-10-08,Bailando,El Jordan 23,,
Chile,10,2022-10-08,Paz Mental,Cris MJ,,
Chile,11,2022-10-08,Tu Falta De Querer,Mon Laferte,MX,Rock y Alternativo
Chile,12,2022-10-08,Bakanisimo,El Jordan 23,,New Age
Chile,13,2022-10-08,Bailemos Reggaeton,Standly,,Latino
Chile,14,2022-10-08,Bellakera,Cris MJ,,
Chile,15,2022-10-08,La Suburban,Jory Boy & Cris MJ,,
Chile,16,2022-10-08,Mi Buen Amor,Mon Laferte & Enrique Bunbury,ES,
Chile,17,2022-10-08,34 Amor Y Mafia Remix,El Jincho & Harry Nach,,
Chile,18,2022-10-08,Tus Lagrimas,Mora,,
Chile,19,2022-10-08,Me Arrepenti,"AK:420, Cris MJ & Pailita",,
Chile,20,2022-10-08,Los Malvekes,Cris MJ & Marcianeke,,
China,1,2020-10-17,Dynamite,BTS,KR,K-Pop
China,2,2020-10-17,WAP,Cardi B & Megan Thee Stallion,US,
China,3,2020-10-17,7 Summers,Morgan Wallen,US,Country
China,4,2020-10-17,Mood,24kGoldn & Iann Dior,US,
China,5,2020-10-17,Nobody's Love,Maroon 5,US,Pop
China,6,2020-10-17,The Plan,Travis Scott,US,Hip-Hop/Rap
China,7,2020-10-17,Don't Stop,Megan Thee Stallion & Young Thug,US,
China,8,2020-10-17,Holy,Justin Bieber & Chance The Rapper,CA,
China,9,2020-10-17,Worry About Me,Ellie Goulding & Blackbear,GB,
China,10,2020-10-17,Lemonade,"Internet Money, Gunna & Toliver",,
China,11,2020-10-17,Savage Love,Jawsh 685 & Jason Derulo,NZ,
China,12,2020-10-17,Maria,Hwasa,KR,
China,13,2020-10-17,Come & Go,Juice WRLD & Marshmello,US,
China,14,2020-10-17,Blinding Lights,Weeknd,CA,
China,15,2020-10-17,Princess Cuts,"Headie One, Young T & Bugsey",Nottingham,
China,16,2020-10-17,Death Bed,Powfu & Beabadoobee,England,
China,17,2020-10-17,Loyal Brave True,Christina Aguilera,US,Soundtrack
China,18,2020-10-17,Mamacita,"Black Eyed Peas, Ozuna & J.Rey Soul",US,
China,19,2020-10-17,Rockstar,DaBaby & Roddy Ricch,US,
China,20,2020-10-17,Savage (Remix),Megan Thee Stallion & Beyonce,US,
China,1,2020-09-19,Loyal Brave True,Christina Aguilera,US,Soundtrack
China,2,2020-09-19,The Plan,Travis Scott,US,Hip-Hop/Rap
China,3,2020-09-19,WAP,Cardi B & Megan Thee Stallion,US,
China,4,2020-09-19,Nobody's Love,Maroon 5,US,Pop
China,5,2020-09-19,Come & Go,Juice WRLD & Marshmello,US,
China,6,2020-09-19,Dynamite,BTS,KR,K-Pop
China,7,2020-09-19,7 Summers,Morgan Wallen,US,Country
China,8,2020-09-19,Death Bed,Powfu & Beabadoobee,England,
China,9,2020-09-19,Over Now,Calvin Harris & Weeknd,Scotland,
China,10,2020-09-19,Savage Love,Jawsh 685 & Jason Derulo,NZ,
China,11,2020-09-19,Ice Cream,Blackpink & Selena Gomez,US,
China,12,2020-09-19,Maria,Hwasa,KR,
China,13,2020-09-19,Mamacita,"Black Eyed Peas, Ozuna & J.Rey Soul",US,
China,14,2020-09-19,Remembering,Andrea Bocelli & Na Ying,IT,
China,15,2020-09-19,Rockstar,DaBaby & Roddy Ricch,US,
China,16,2020-09-19,Blinding Lights,Weeknd,CA,
China,17,2020-09-19,Be Kind,Marshmello & Halsey,US,Dance
China,18,2020-09-19,Savage (Remix),Megan Thee Stallion & Beyonce,US,
China,19,2020-09-19,Queenstown,Passenger,GB,Traditional Folk
China,20,2020-09-19,Roses,SAINt JHN,GY,Dance
China,1,2020-08-22,Savage Love,Jawsh 685 & Jason Derulo,NZ,
China,2,2020-08-22,Maria,Hwasa,KR,
China,3,2020-08-22,Death Bed,Powfu & Beabadoobee,England,
China,4,2020-08-22,Savage (Remix),Megan Thee Stallion & Beyonce,US,
China,5,2020-08-22,Ur So F**kInG cOoL,Tones And I,AU,Alternative
China,6,2020-08-22,WAP,Cardi B & Megan Thee Stallion,US,
China,7,2020-08-22,Rockstar,DaBaby & Roddy Ricch,US,
China,8,2020-08-22,Queenstown,Passenger,GB,Traditional Folk
China,9,2020-08-22,Come & Go,Juice WRLD & Marshmello,US,
China,10,2020-08-22,Blinding Lights,Weeknd,CA,
China,11,2020-08-22,Cardigan,Taylor Swift,US,Alternative
China,12,2020-08-22,Laxed (Siren Beat),Jawsh 685,NZ,Reggae
China,13,2020-08-22,Don't Start Now,Dua Lipa,England,Pop
China,14,2020-08-22,Be Kind,Marshmello & Halsey,US,Dance
China,15,2020-08-22,Nobody's Love,Maroon 5,US,Pop
China,16,2020-08-22,Roses,SAINt JHN,GY,Dance
China,17,2020-08-22,Head & Heart,Joel Corry & MNEK,London,
China,18,2020-08-22,Mamacita,"Black Eyed Peas, Ozuna & J.Rey Soul",US,
China,19,2020-08-22,How You Like That,BlackPink,KR,
China,20,2020-08-22,Bluebird,Miranda Lambert,US,
China,1,2020-07-25,Maria,Hwasa,KR,
China,2,2020-07-25,Savage Love,Jawsh 685 & Jason Derulo,NZ,
China,3,2020-07-25,Savage (Remix),Megan Thee Stallion & Beyonce,US,
China,4,2020-07-25,Death Bed,Powfu & Beabadoobee,England,
China,5,2020-07-25,Mamacita,"Black Eyed Peas, Ozuna & J.Rey Soul",US,
China,6,2020-07-25,How You Like That,BlackPink,KR,
China,7,2020-07-25,Laxed (Siren Beat),Jawsh 685,NZ,Reggae
China,8,2020-07-25,Rockstar,DaBaby & Roddy Ricch,US,
China,9,2020-07-25,Salt,Ava Max,US,Pop
China,10,2020-07-25,Be Kind,Marshmello & Halsey,US,Dance
China,11,2020-07-25,Daisies,Katy Perry,US,Dance
China,12,2020-07-25,Mojito,Jay Chou,,Mandopop
China,13,2020-07-25,El Manual,Anuel AA,PR,Urbano latino
China,14,2020-07-25,Don't Start Now,Dua Lipa,England,Pop
China,15,2020-07-25,Roses,SAINt JHN,GY,Dance
China,16,2020-07-25,Ur So F**kInG cOoL,Tones And I,AU,Alternative
China,17,2020-07-25,Blinding Lights,Weeknd,CA,
China,18,2020-07-25,Stuck With U,Ariana Grande & Justin Bieber,US,Pop
China,19,2020-07-25,Bluebird,Miranda Lambert,US,
China,20,2020-07-25,You Know I'll Go Get,DJ Haning & Rizky Ayuba,,
China,1,2020-06-27,Rockstar,DaBaby & Roddy Ricch,US,
China,2,2020-06-27,Death Bed,Powfu & Beabadoobee,England,
China,3,2020-06-27,Savage (Remix),Megan Thee Stallion & Beyonce,US,
China,4,2020-06-27,Savage Love,Jawsh 685 & Jason Derulo,NZ,
China,5,2020-06-27,Rain On Me,Lady Gaga & Ariana Grande,US,Pop
China,6,2020-06-27,Stuck With U,Ariana Grande & Justin Bieber,US,Pop
China,8,2020-06-27,Laxed (Siren Beat),Jawsh 685,NZ,Reggae
China,9,2020-06-27,Mojito,Jay Chou,,Mandopop
China,10,2020-06-27,Don't Start Now,Dua Lipa,England,Pop
China,11,2020-06-27,Be Kind,Marshmello & Halsey,US,Dance
China,12,2020-06-27,You Know I'll Go Get,DJ Haning & Rizky Ayuba,,
China,13,2020-06-27,Shao Nian,Meng Ran,,
China,14,2020-06-27,Blinding Lights,Weeknd,CA,
China,15,2020-06-27,Memories,Maroon 5,US,Pop
China,16,2020-06-27,Mamacita,"Black Eyed Peas, Ozuna & J.Rey Soul",US,
China,17,2020-06-27,Salt,Ava Max,US,Pop
China,18,2020-06-27,Roses,SAINt JHN,GY,Dance
China,19,2020-06-27,Sour Candy,Lady Gaga & Blackpink,US,
China,20,2020-06-27,Banana,Conkarah & Shaggy,,
China,1,2020-05-30,Death Bed,Powfu & Beabadoobee,England,
China,2,2020-05-30,Be Kind,Marshmello & Halsey,US,Dance
China,3,2020-05-30,Stuck With U,Ariana Grande & Justin Bieber,US,Pop
China,4,2020-05-30,Savage (Remix),Megan Thee Stallion & Beyonce,US,
China,5,2020-05-30,Laxed (Siren Beat),Jawsh 685,NZ,Reggae
China,6,2020-05-30,Learn To Meow,"Wengie, Wengie",,
China,7,2020-05-30,Toosie Slide,Drake,CA,Hip-Hop/Rap
China,8,2020-05-30,Roses,SAINt JHN,GY,Dance
China,9,2020-05-30,Memories,Maroon 5,US,Pop
China,10,2020-05-30,Don't Start Now,Dua Lipa,England,Pop
China,11,2020-05-30,Rain On Me,Lady Gaga & Ariana Grande,US,Pop
China,12,2020-05-30,You Know I'll Go Get,DJ Haning & Rizky Ayuba,,
China,13,2020-05-30,Dance Monkey,Tones And I,AU,Alternative
China,14,2020-05-30,Long After,GEM,JP,
China,15,2020-05-30,Salt,Ava Max,US,Pop
China,16,2020-05-30,Say So,Doja Cat,US,R&B/Soul
China,17,2020-05-30,Roxanne,Arizona Zervas,US,Hip-Hop/Rap
China,18,2020-05-30,Blinding Lights,Weeknd,CA,
China,19,2020-05-30,Rockstar,DaBaby & Roddy Ricch,US,
China,20,2020-05-30,Banana,Conkarah & Shaggy,,
China,1,2020-05-02,Toosie Slide,Drake,CA,Hip-Hop/Rap
China,2,2020-05-02,Laxed (Siren Beat),Jawsh 685,NZ,Reggae
China,3,2020-05-02,You Know I'll Go Get,DJ Haning & Rizky Ayuba,,
China,4,2020-05-02,Blinding Lights,Weeknd,CA,
China,5,2020-05-02,Death Bed,Powfu & Beabadoobee,England,
China,6,2020-05-02,Say So,Doja Cat,US,R&B/Soul
China,7,2020-05-02,Dance Monkey,Tones And I,AU,Alternative
China,8,2020-05-02,Don't Start Now,Dua Lipa,England,Pop
China,9,2020-05-02,Roses,SAINt JHN,GY,Dance
China,10,2020-05-02,The Box,Roddy Ricch,US,Hip-Hop/Rap
China,11,2020-05-02,Roxanne,Arizona Zervas,US,Hip-Hop/Rap
China,12,2020-05-02,To Die For,Sam Smith,GB,Pop
China,13,2020-05-02,Xianmu,Vae Xu,CN,
China,14,2020-05-02,ON,BTS & Sia,KR,
China,15,2020-05-02,Memories,Maroon 5,US,Pop
China,16,2020-05-02,Salt,Ava Max,US,Pop
China,17,2020-05-02,Dream Girl,Anna Of The North,Oslo,
China,18,2020-05-02,No Time To Die,Billie Eilish,US,Alternative
China,19,2020-05-02,Lose You To Love Me,Selena Gomez,US,Pop
China,20,2020-05-02,Something Just Like This,Chainsmokers & Coldplay,GB,
China,1,2020-04-04,Roses,SAINt JHN,GY,Dance
China,2,2020-04-04,Blinding Lights,Weeknd,CA,
China,3,2020-04-04,ON,BTS & Sia,KR,
China,4,2020-04-04,Dance Monkey,Tones And I,AU,Alternative
China,5,2020-04-04,Xianmu,Vae Xu,CN,
China,6,2020-04-04,All Is Found,Kacey Musgraves,US,Soundtrack
China,7,2020-04-04,Roxanne,Arizona Zervas,US,Hip-Hop/Rap
China,8,2020-04-04,Don't Start Now,Dua Lipa,England,Pop
China,9,2020-04-04,No Time To Die,Billie Eilish,US,Alternative
China,10,2020-04-04,The Box,Roddy Ricch,US,Hip-Hop/Rap
China,11,2020-04-04,Memories,Maroon 5,US,Pop
China,12,2020-04-04,Everything I Wanted,Billie Eilish,US,Alternative
China,13,2020-04-04,Nobody,"DJ Neptune, Joeboy & Mr Eazi",NG,World
China,14,2020-04-04,Falling,Trevor Daniel,US,Pop
China,15,2020-04-04,Something Just Like This,Chainsmokers & Coldplay,GB,
China,16,2020-04-04,Say So,Doja Cat,US,R&B/Soul
China,17,2020-04-04,To Die For,Sam Smith,GB,Pop
China,18,2020-04-04,Intentions,Justin Bieber & Quavo,CA,
China,19,2020-04-04,Lose You To Love Me,Selena Gomez,US,Pop
China,20,2020-04-04,Filter,BTS,KR,K-Pop
China,1,2020-03-07,ON,BTS & Sia,KR,
China,2,2020-03-07,No Time To Die,Billie Eilish,US,Alternative
China,3,2020-03-07,Filter,BTS,KR,K-Pop
China,4,2020-03-07,Dance Monkey,Tones And I,AU,Alternative
China,5,2020-03-07,Roxanne,Arizona Zervas,US,Hip-Hop/Rap
China,6,2020-03-07,Xianmu,Vae Xu,CN,
China,7,2020-03-07,Blinding Lights,Weeknd,CA,
China,8,2020-03-07,The Box,Roddy Ricch,US,Hip-Hop/Rap
China,9,2020-03-07,Memories,Maroon 5,US,Pop
China,10,2020-03-07,Into The Unknown,Panic! At The Disco,US,
China,11,2020-03-07,Something Just Like This,Chainsmokers & Coldplay,GB,
China,12,2020-03-07,Falling,Trevor Daniel,US,Pop
China,13,2020-03-07,Intentions,Justin Bieber & Quavo,CA,
China,14,2020-03-07,Full Stop,GEM,JP,
China,15,2020-03-07,Everything I Wanted,Billie Eilish,US,Alternative
China,16,2020-03-07,Lose You To Love Me,Selena Gomez,US,Pop
China,17,2020-03-07,Truth Hurts,Lizzo,US,Pop
China,18,2020-03-07,My Time,BTS,KR,K-Pop
China,19,2020-03-07,All Is Found,Kacey Musgraves,US,Soundtrack
China,20,2020-03-07,Don't Start Now,Dua Lipa,England,Pop
China,1,2020-02-08,The Box,Roddy Ricch,US,Hip-Hop/Rap
China,2,2020-02-08,Xianmu,Vae Xu,CN,
China,3,2020-02-08,Roxanne,Arizona Zervas,US,Hip-Hop/Rap
China,4,2020-02-08,Dance Monkey,Tones And I,AU,Alternative
China,5,2020-02-08,Lose You To Love Me,Selena Gomez,US,Pop
China,6,2020-02-08,Into The Unknown,Panic! At The Disco,US,
China,7,2020-02-08,Falling,Trevor Daniel,US,Pop
China,8,2020-02-08,Feng Zi,R1SE,CN,
China,9,2020-02-08,Memories,Maroon 5,US,Pop
China,10,2020-02-08,Yummy,Justin Bieber,CA,Pop
China,11,2020-02-08,Everything I Wanted,Billie Eilish,US,Alternative
China,12,2020-02-08,Full Stop,GEM,JP,
China,13,2020-02-08,Someone You Loved,Lewis Capaldi,GB,Alternative
China,14,2020-02-08,Something Just Like This,Chainsmokers & Coldplay,GB,
China,15,2020-02-08,Circles,Post Malone,US,Hip-Hop/Rap
China,16,2020-02-08,All Is Found,Kacey Musgraves,US,Soundtrack
China,17,2020-02-08,Rebirth,Cai Xukun,CN,
China,18,2020-02-08,Don't Start Now,Dua Lipa,England,Pop
China,19,2020-02-08,10000 Hours,"Dan & Shay, Justin Bieber",CA,
China,20,2020-02-08,Truth Hurts,Lizzo,US,Pop
China,1,2020-01-11,Xianmu,Vae Xu,CN,
China,2,2020-01-11,Memories,Maroon 5,US,Pop
China,3,2020-01-11,Dance Monkey,Tones And I,AU,Alternative
China,4,2020-01-11,10000 Hours,"Dan & Shay, Justin Bieber",CA,
China,5,2020-01-11,Into The Unknown,Panic! At The Disco,US,
China,6,2020-01-11,Yummy,Justin Bieber,CA,Pop
China,7,2020-01-11,Conversations With ET,Hua Chenyu,CN,
China,8,2020-01-11,Roxanne,Arizona Zervas,US,Hip-Hop/Rap
China,9,2020-01-11,Someone You Loved,Lewis Capaldi,GB,Alternative
China,10,2020-01-11,Don't Start Now,Dua Lipa,England,Pop
China,11,2020-01-11,Truth Hurts,Lizzo,US,Pop
China,12,2020-01-11,Rebirth,Cai Xukun,CN,
China,13,2020-01-11,Ballad From Northeast,Mao Buyi,CN,
China,14,2020-01-11,Lose You To Love Me,Selena Gomez,US,Pop
China,15,2020-01-11,Circles,Post Malone,US,Hip-Hop/Rap
China,16,2020-01-11,Fu Yun,Allen Ren,,
China,17,2020-01-11,Feng Zi,R1SE,CN,
China,18,2020-01-11,Everything I Wanted,Billie Eilish,US,Alternative
China,19,2020-01-11,All Is Found,Kacey Musgraves,US,Soundtrack
China,20,2020-01-11,Something Just Like This,Chainsmokers & Coldplay,GB,
China,1,2019-12-14,Rebirth,Cai Xukun,CN,
China,2,2019-12-14,Don't Start Now,Dua Lipa,England,Pop
China,3,2019-12-14,Memories,Maroon 5,US,Pop
China,4,2019-12-14,Wing Chun,Chris Lee,,
China,5,2019-12-14,Dance Monkey,Tones And I,AU,Alternative
China,6,2019-12-14,Truth Hurts,Lizzo,US,Pop
China,7,2019-12-14,The Upside,Charlie Zhou,CN,
China,8,2019-12-14,10000 Hours,"Dan & Shay, Justin Bieber",CA,
China,9,2019-12-14,Into The Unknown,Panic! At The Disco,US,
China,10,2019-12-14,All Is Found,Kacey Musgraves,US,Soundtrack
China,11,2019-12-14,Eternal Love,Kris Wu,CN,
China,12,2019-12-14,Conversations With ET,Hua Chenyu,CN,
China,13,2019-12-14,Circles,Post Malone,US,Hip-Hop/Rap
China,14,2019-12-14,Senorita,Shawn Mendes & Camila Cabello,US,Pop
China,15,2019-12-14,Fu Yun,Allen Ren,,
China,16,2019-12-14,Lose You To Love Me,Selena Gomez,US,Pop
China,17,2019-12-14,Jue Le,BY2,SG,
China,18,2019-12-14,Everything I Wanted,Billie Eilish,US,Alternative
China,19,2019-12-14,Something Just Like This,Chainsmokers & Coldplay,GB,
China,20,2019-12-14,Someone You Loved,Lewis Capaldi,GB,Alternative
