Country,Position,Date,Song title,Song author,Country artist,Genre
New,12,2023-08-28,Barbie World,"Nicki Minaj, Ice Spice & Aqua",US,
New,13,2023-08-28,Die For You,Weeknd & Ariana Grande,US,
New,14,2023-08-28,Something In The Orange,Zach Bryan,Seattle,Country
New,15,2023-08-28,Bad Idea Right?,Olivia Rodrigo,US,Pop
New,16,2023-08-28,Seven,Jung Kook & Latto,KR,K-Pop
New,17,2023-08-28,Rich Men North Of Richmond,Oliver Anthony Music,US,Country
New,18,2023-08-28,Flowers,Miley Cyrus,US,Pop
New,19,2023-08-28,People,Libianca,US,Afro-Beat
New,20,2023-08-28,Daylight,David Kushner,US,Pop
New,1,2023-07-31,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
New,2,2023-07-31,What Was I Made For?,Billie Eilish,US,Alternative
New,3,2023-07-31,Fukumean,Gunna,US,Hip-Hop/Rap
New,4,2023-07-31,Barbie World,"Nicki Minaj, Ice Spice & Aqua",US,
New,5,2023-07-31,Seven,Jung Kook & Latto,KR,K-Pop
New,6,2023-07-31,Vampire,Olivia Rodrigo,US,Pop
New,7,2023-07-31,Cinderella,Jking,,
New,8,2023-07-31,Dance The Night,Dua Lipa,England,Pop
New,9,2023-07-31,Cruel Summer,Taylor Swift,US,Pop
New,10,2023-07-31,Last Night,Morgan Wallen,US,Country
New,11,2023-07-31,People,Libianca,US,Afro-Beat
New,12,2023-07-31,Popular,"Weeknd, Playboi Carti & Madonna",US,
New,13,2023-07-31,Kill Bill,SZA,US,R&B/Soul
New,14,2023-07-31,Daylight,David Kushner,US,Pop
New,15,2023-07-31,Flowers,Miley Cyrus,US,Pop
New,16,2023-07-31,Super Shy,NewJeans,KR,K-Pop
New,17,2023-07-31,Calm Down,Rema,GB,
New,18,2023-07-31,Fast Car,Luke Combs,US,Country
New,19,2023-07-31,Die For You,Weeknd & Ariana Grande,US,
New,20,2023-07-31,Something In The Orange,Zach Bryan,Seattle,Country
New,1,2023-07-03,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
New,2,2023-07-03,Cinderella,Jking,,
New,3,2023-07-03,People,Libianca,US,Afro-Beat
New,4,2023-07-03,Last Night,Morgan Wallen,US,Country
New,5,2023-07-03,Daylight,David Kushner,US,Pop
New,6,2023-07-03,Flowers,Miley Cyrus,US,Pop
New,7,2023-07-03,Calm Down,Rema,GB,
New,8,2023-07-03,Cruel Summer,Taylor Swift,US,Pop
New,9,2023-07-03,Kill Bill,SZA,US,R&B/Soul
New,10,2023-07-03,Cupid,Fifty Fifty,GB,
New,11,2023-07-03,Die For You,Weeknd & Ariana Grande,US,
New,12,2023-07-03,Boy's A Liar,PinkPantheress,England,Pop
New,13,2023-07-03,Something In The Orange,Zach Bryan,Seattle,Country
New,14,2023-07-03,Fast Car,Luke Combs,US,Country
New,15,2023-07-03,What It Is (Block Boy),Doechii & Kodak Black,US,
New,16,2023-07-03,All My Life,Lil Durk & J. Cole,US,
New,17,2023-07-03,Until I Found You,Stephen Sanchez & Em Beihold,US,Singer/Songwriter
New,18,2023-07-03,Anti-Hero,Taylor Swift,US,Pop
New,19,2023-07-03,As It Was,Harry Styles,England,Pop
New,20,2023-07-03,Popular,"Weeknd, Playboi Carti & Madonna",US,
New,1,2023-06-05,Cupid,Fifty Fifty,GB,
New,2,2023-06-05,People,Libianca,US,Afro-Beat
New,3,2023-06-05,Last Night,Morgan Wallen,US,Country
New,4,2023-06-05,Daylight,David Kushner,US,Pop
New,5,2023-06-05,Flowers,Miley Cyrus,US,Pop
New,6,2023-06-05,Kill Bill,SZA,US,R&B/Soul
New,7,2023-06-05,Calm Down,Rema,GB,
New,8,2023-06-05,Die For You,Weeknd & Ariana Grande,US,
New,9,2023-06-05,Karma,Taylor Swift & Ice Spice,US,
New,10,2023-06-05,Boy's A Liar,PinkPantheress,England,Pop
New,11,2023-06-05,All My Life,Lil Durk & J. Cole,US,
New,12,2023-06-05,Snow On The Beach,Taylor Swift & Lana Del Rey,US,
New,13,2023-06-05,Something In The Orange,Zach Bryan,Seattle,Country
New,14,2023-06-05,Hits Different,Taylor Swift,US,Pop
New,15,2023-06-05,Until I Found You,Stephen Sanchez & Em Beihold,US,Singer/Songwriter
New,16,2023-06-05,Anti-Hero,Taylor Swift,US,Pop
New,17,2023-06-05,What It Is (Block Boy),Doechii & Kodak Black,US,
New,18,2023-06-05,Escapism,Raye & 070 Shake,US,
New,19,2023-06-05,See You Again,Tyler The Creator & Kali Uchis,US,
New,20,2023-06-05,As It Was,Harry Styles,England,Pop
New,1,2023-05-08,Cupid,Fifty Fifty,GB,
New,2,2023-05-08,Daylight,David Kushner,US,Pop
New,3,2023-05-08,Kill Bill,SZA,US,R&B/Soul
New,4,2023-05-08,People,Libianca,US,Afro-Beat
New,5,2023-05-08,Last Night,Morgan Wallen,US,Country
New,6,2023-05-08,Flowers,Miley Cyrus,US,Pop
New,7,2023-05-08,Boy's A Liar,PinkPantheress,England,Pop
New,8,2023-05-08,Calm Down,Rema,GB,
New,9,2023-05-08,Die For You,Weeknd & Ariana Grande,US,
New,10,2023-05-08,Escapism,Raye & 070 Shake,US,
New,11,2023-05-08,Something In The Orange,Zach Bryan,Seattle,Country
New,12,2023-05-08,Players,Coi Leray,US,Hip-Hop/Rap
New,13,2023-05-08,See You Again,Tyler The Creator & Kali Uchis,US,
New,14,2023-05-08,Snooze,SZA,US,R&B/Soul
New,15,2023-05-08,Never Felt So Alone,Labrinth,GB,Pop
New,16,2023-05-08,As It Was,Harry Styles,England,Pop
New,17,2023-05-08,Until I Found You,Stephen Sanchez & Em Beihold,US,Singer/Songwriter
New,18,2023-05-08,Anti-Hero,Taylor Swift,US,Pop
New,19,2023-05-08,I Ain't Worried,OneRepublic,US,Pop
New,20,2023-05-08,Take It Away,L. A. B.,SE,
New,1,2023-04-10,Flowers,Miley Cyrus,US,Pop
New,2,2023-04-10,Boy's A Liar,PinkPantheress,England,Pop
New,3,2023-04-10,Last Night,Morgan Wallen,US,Country
New,4,2023-04-10,Kill Bill,SZA,US,R&B/Soul
New,5,2023-04-10,People,Libianca,US,Afro-Beat
New,6,2023-04-10,Die For You,Weeknd & Ariana Grande,US,
New,7,2023-04-10,Sure Thing,Miguel,US,R&B/Soul
New,8,2023-04-10,Calm Down,Rema,GB,
New,9,2023-04-10,Escapism,Raye & 070 Shake,US,
New,10,2023-04-10,Players,Coi Leray,US,Hip-Hop/Rap
New,11,2023-04-10,Something In The Orange,Zach Bryan,Seattle,Country
New,12,2023-04-10,Cupid,Fifty Fifty,GB,
New,13,2023-04-10,As It Was,Harry Styles,England,Pop
New,14,2023-04-10,Snooze,SZA,US,R&B/Soul
New,15,2023-04-10,Anti-Hero,Taylor Swift,US,Pop
New,16,2023-04-10,Eyes Closed,Ed Sheeran,GB,Pop
New,17,2023-04-10,Creepin',"Metro Boomin, Weeknd & 21 Savage",US,
New,18,2023-04-10,Take It Away,L. A. B.,SE,
New,19,2023-04-10,I Ain't Worried,OneRepublic,US,Pop
New,20,2023-04-10,Unholy,Sam Smith & Kim Petras,US,Dance
New,1,2023-03-13,Boy's A Liar,PinkPantheress,England,Pop
New,2,2023-03-13,Flowers,Miley Cyrus,US,Pop
New,3,2023-03-13,Die For You,Weeknd & Ariana Grande,US,
New,4,2023-03-13,Kill Bill,SZA,US,R&B/Soul
New,5,2023-03-13,Last Night,Morgan Wallen,US,Country
New,6,2023-03-13,Sure Thing,Miguel,US,R&B/Soul
New,7,2023-03-13,People,Libianca,US,Afro-Beat
New,8,2023-03-13,Escapism,Raye & 070 Shake,US,
New,9,2023-03-13,Players,Coi Leray,US,Hip-Hop/Rap
New,10,2023-03-13,As It Was,Harry Styles,England,Pop
New,11,2023-03-13,Calm Down,Rema,GB,
New,12,2023-03-13,Something In The Orange,Zach Bryan,Seattle,Country
New,13,2023-03-13,Unholy,Sam Smith & Kim Petras,US,Dance
New,14,2023-03-13,Take It Away,L. A. B.,SE,
New,15,2023-03-13,I Ain't Worried,OneRepublic,US,Pop
New,16,2023-03-13,Painting Pictures,Superstar Pride,,Hip-Hop/Rap
New,17,2023-03-13,Ceilings,Lizzy McAlpine,Philadelphia,Alternative
New,18,2023-03-13,Snooze,SZA,US,R&B/Soul
New,19,2023-03-13,Creepin',"Metro Boomin, Weeknd & 21 Savage",US,
New,20,2023-03-13,Until I Found You,Stephen Sanchez,,Singer/Songwriter
New,1,2023-02-13,Flowers,Miley Cyrus,US,Pop
New,2,2023-02-13,Kill Bill,SZA,US,R&B/Soul
New,3,2023-02-13,Escapism,Raye & 070 Shake,US,
New,4,2023-02-13,Unholy,Sam Smith & Kim Petras,US,Dance
New,5,2023-02-13,Sure Thing,Miguel,US,R&B/Soul
New,6,2023-02-13,Players,Coi Leray,US,Hip-Hop/Rap
New,7,2023-02-13,People,Libianca,US,Afro-Beat
New,8,2023-02-13,Made You Look,Meghan Trainor,US,Pop
New,9,2023-02-13,Something In The Orange,Zach Bryan,Seattle,Country
New,10,2023-02-13,Boy's A Liar,PinkPantheress,England,Pop
New,11,2023-02-13,Messy In Heaven,Venbee & Goddard,England,
New,12,2023-02-13,Creepin',"Metro Boomin, Weeknd & 21 Savage",US,
New,13,2023-02-13,Shivers,Ed Sheeran,GB,Pop
New,14,2023-02-13,I Ain't Worried,OneRepublic,US,Pop
New,15,2023-02-13,Anti-Hero,Taylor Swift,US,Pop
New,16,2023-02-13,As It Was,Harry Styles,England,Pop
New,17,2023-02-13,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
New,18,2023-02-13,Take It Away,L. A. B.,SE,
New,19,2023-02-13,Cold Heart (Pnau Remix),Elton John & Dua Lipa,England,Pop
New,20,2023-02-13,Love Again,Kid LAROI,AU,
New,1,2023-01-16,Kill Bill,SZA,US,R&B/Soul
New,2,2023-01-16,Escapism,Raye & 070 Shake,US,
New,3,2023-01-16,Unholy,Sam Smith & Kim Petras,US,Dance
New,4,2023-01-16,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
New,5,2023-01-16,Made You Look,Meghan Trainor,US,Pop
New,6,2023-01-16,Anti-Hero,Taylor Swift,US,Pop
New,7,2023-01-16,Messy In Heaven,Venbee & Goddard,England,
New,8,2023-01-16,Sure Thing,Miguel,US,R&B/Soul
New,9,2023-01-16,I Ain't Worried,OneRepublic,US,Pop
New,10,2023-01-16,Creepin',"Metro Boomin, Weeknd & 21 Savage",US,
New,11,2023-01-16,Miss You,Oliver Tree & Robin Schulz,DE,Pop
New,12,2023-01-16,Something In The Orange,Zach Bryan,Seattle,Country
New,13,2023-01-16,As It Was,Harry Styles,England,Pop
New,14,2023-01-16,In The Air,L. A. B.,SE,
New,15,2023-01-16,Under The Influence,Chris Brown,US,R&B/Soul
New,16,2023-01-16,Cold Heart (Pnau Remix),Elton John & Dua Lipa,England,Pop
New,17,2023-01-16,Until I Found You,Stephen Sanchez & Em Beihold,US,Singer/Songwriter
New,18,2023-01-16,Let Go,Central Cee,England,Hip-Hop/Rap
New,19,2023-01-16,Rich Flex,Drake & 21 Savage,US,Hip-Hop/Rap
New,20,2023-01-16,Dreams,Fleetwood Mac,GB,Rock
New,1,2022-12-19,Kill Bill,SZA,US,R&B/Soul
New,2,2022-12-19,All I Want For Christmas Is You,Mariah Carey,US,Christmas: Pop
New,3,2022-12-19,Rockin' Around The Christmas Tree,Brenda Lee,Nashville,Christmas
New,4,2022-12-19,Unholy,Sam Smith & Kim Petras,US,Dance
New,5,2022-12-19,Last Christmas,Wham!,GB,Pop
New,6,2022-12-19,Made You Look,Meghan Trainor,US,Pop
New,7,2022-12-19,Escapism,Raye & 070 Shake,US,
New,8,2022-12-19,It's Beginning To Look A Lot Like Christmas,Michael Buble,CA,
New,9,2022-12-19,Anti-Hero,Taylor Swift,US,Pop
New,10,2022-12-19,Nobody Gets Me,SZA,US,R&B/Soul
New,11,2022-12-19,Santa Tell Me,Ariana Grande,US,Holiday
New,12,2022-12-19,Creepin',"Metro Boomin, Weeknd & 21 Savage",US,
New,13,2022-12-19,Jingle Bell Rock,Bobby Helms,US,Holiday
New,14,2022-12-19,Miss You,Oliver Tree & Robin Schulz,DE,Pop
New,15,2022-12-19,Blind,SZA,US,R&B/Soul
New,16,2022-12-19,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
New,17,2022-12-19,Under The Influence,Chris Brown,US,R&B/Soul
New,18,2022-12-19,Messy In Heaven,Venbee & Goddard,England,
New,19,2022-12-19,I Ain't Worried,OneRepublic,US,Pop
New,20,2022-12-19,Rich Flex,Drake & 21 Savage,US,Hip-Hop/Rap
New,1,2022-11-21,Unholy,Sam Smith & Kim Petras,US,Dance
New,2,2022-11-21,Anti-Hero,Taylor Swift,US,Pop
New,3,2022-11-21,Rich Flex,Drake & 21 Savage,US,Hip-Hop/Rap
New,4,2022-11-21,Made You Look,Meghan Trainor,US,Pop
New,5,2022-11-21,Under The Influence,Chris Brown,US,R&B/Soul
New,6,2022-11-21,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
New,7,2022-11-21,Miss You,Oliver Tree & Robin Schulz,DE,Pop
New,8,2022-11-21,I Ain't Worried,OneRepublic,US,Pop
New,9,2022-11-21,Cuff It,Beyonce Knowles,US,
New,10,2022-11-21,Messy In Heaven,Venbee & Goddard,England,
New,11,2022-11-21,Lift Me Up,Rihanna,US,Pop
New,12,2022-11-21,Bad Habit,Steve Lacy,US,R&B/Soul
New,13,2022-11-21,Before You Leave,SIX60,NZ,Pop
New,14,2022-11-21,As It Was,Harry Styles,England,Pop
New,15,2022-11-21,Lavender Haze,Taylor Swift,US,Pop
New,16,2022-11-21,Cold Heart (Pnau Remix),Elton John & Dua Lipa,England,Pop
New,17,2022-11-21,In The Air,L. A. B.,SE,
New,18,2022-11-21,Big City Life,Luude & Mattafix,GB,Dance
New,19,2022-11-21,Midnight Rain,Taylor Swift,US,Pop
New,20,2022-11-21,Super Freaky Girl,Nicki Minaj,US,Hip-Hop/Rap
New,1,2022-10-24,Unholy,Sam Smith & Kim Petras,US,Dance
New,2,2022-10-24,Under The Influence,Chris Brown,US,R&B/Soul
New,3,2022-10-24,Cuff It,Beyonce Knowles,US,
New,4,2022-10-24,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
New,5,2022-10-24,I Ain't Worried,OneRepublic,US,Pop
New,6,2022-10-24,Super Freaky Girl,Nicki Minaj,US,Hip-Hop/Rap
New,7,2022-10-24,Miss You,Oliver Tree & Robin Schulz,DE,Pop
New,8,2022-10-24,Bad Habit,Steve Lacy,US,R&B/Soul
New,9,2022-10-24,B.O.T.A. (Baddest Of Them All),Eliza Rose & Interplanetary Criminal,Leeds,Dance
New,10,2022-10-24,As It Was,Harry Styles,England,Pop
New,11,2022-10-24,Big City Life,Luude & Mattafix,GB,Dance
New,12,2022-10-24,Before You Leave,SIX60,NZ,Pop
New,13,2022-10-24,Cold Heart (Pnau Remix),Elton John & Dua Lipa,England,Pop
New,14,2022-10-24,Doja,Central Cee,England,Hip-Hop/Rap
New,15,2022-10-24,Evergreen (You Didn't Deserve Me At All),Omar Apollo,US,Pop
New,16,2022-10-24,HeatWaves,Glass Animals,GB,Alternative
New,17,2022-10-24,Go,Cat Burns,GB,Singer/Songwriter
New,18,2022-10-24,Last Last,Burna Boy,NG,
New,19,2022-10-24,Vegas,Doja Cat,US,Pop
New,20,2022-10-24,Sunroof,Nicky Youre & Dazy,US,Pop
Portugal,1,2023-08-27,Preco Certo,Pedro Mafama,PT,Alternative
Portugal,2,2023-08-27,El Merengue,Marshmello & Manuel Turizo,CO,Pop in Spanish
Portugal,3,2023-08-27,Nosso Quadro,Agroplay & Ana Castela,Mato Grosso do Sul,
Portugal,4,2023-08-27,Maria Joana,"Nuno Ribeiro, Calema & Mariza",PT,Pop
Portugal,5,2023-08-27,Chakras,Ivandro & Julinho KSD,PT,
Portugal,6,2023-08-27,Ta OK,"Dennis, MC Kevin & Chris",US,
Portugal,7,2023-08-27,Novo Balanco,"Veigh, Bvga Beatz, Supernova Ent & Prod Malax",Malabo,Hip-Hop/Rap
Portugal,8,2023-08-27,A Nossa Danca,Calema,ST,Afro-Pop
Portugal,9,2023-08-27,Novidade Na Area,Mc Livinho & DJ Matt D,BR,
Portugal,10,2023-08-27,Where She Goes,Bad Bunny,PR,Latino
Portugal,11,2023-08-27,Ballena,"Vulgo FK, MC PH, Veigh, Pedro Lotto & Fepache",BR,
Portugal,12,2023-08-27,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
Portugal,13,2023-08-27,Vampire,Olivia Rodrigo,US,Pop
Portugal,14,2023-08-27,Dance The Night,Dua Lipa,England,Pop
Portugal,15,2023-08-27,Como Tu,Barbara Bandeira & Ivandro,PT,
Portugal,16,2023-08-27,Calm Down,Rema,GB,
Portugal,17,2023-08-27,Faz Um Vuk Vuk (Teto Espelhado),MC Kevin & Kevin O Chris,BR,
Portugal,18,2023-08-27,"Gol Bolinha, Gol Quadrado 2",MC Pedrinho & DJ 900,Cabreúva,
Portugal,19,2023-08-27,Casa,D.A.M.A. & Buba Espinho,,
Portugal,20,2023-08-27,LALA,Myke Towers,PR,Latino
Portugal,1,2023-07-30,Chakras,Ivandro & Julinho KSD,PT,
Portugal,2,2023-07-30,Maria Joana,"Nuno Ribeiro, Calema & Mariza",PT,Pop
Portugal,3,2023-07-30,Ta OK,"Dennis, MC Kevin & Chris",US,
Portugal,4,2023-07-30,Preco Certo,Pedro Mafama,PT,Alternative
Portugal,5,2023-07-30,El Merengue,Marshmello & Manuel Turizo,CO,Pop in Spanish
Portugal,6,2023-07-30,Novidade Na Area,Mc Livinho & DJ Matt D,BR,
Portugal,7,2023-07-30,A Nossa Danca,Calema,ST,Afro-Pop
Portugal,8,2023-07-30,Nosso Quadro,Agroplay & Ana Castela,Mato Grosso do Sul,
Portugal,9,2023-07-30,Novo Balanco,"Veigh, Bvga Beatz, Supernova Ent & Prod Malax",Malabo,Hip-Hop/Rap
Portugal,10,2023-07-30,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
Portugal,11,2023-07-30,Calm Down,Rema,GB,
Portugal,12,2023-07-30,"Gol Bolinha, Gol Quadrado 2",MC Pedrinho & DJ 900,Cabreúva,
Portugal,13,2023-07-30,Casa,D.A.M.A. & Buba Espinho,,
Portugal,14,2023-07-30,Como Tu,Barbara Bandeira & Ivandro,PT,
Portugal,15,2023-07-30,Beso,Rosalia & Rauw Alejandro,PR,
Portugal,16,2023-07-30,Daylight,David Kushner,US,Pop
Portugal,17,2023-07-30,Loucamente,D.A.M.A. & Los Romeros,ES,
Portugal,18,2023-07-30,Planeta,Bispo & Barbara Tinoco,Lisboa,
Portugal,19,2023-07-30,Wish You The Best,Lewis Capaldi,GB,Alternative
Portugal,20,2023-07-30,Where She Goes,Bad Bunny,PR,Latino
Portugal,1,2023-07-02,Chakras,Ivandro & Julinho KSD,PT,
Portugal,2,2023-07-02,Ta OK,"Dennis, MC Kevin & Chris",US,
Portugal,3,2023-07-02,Maria Joana,"Nuno Ribeiro, Calema & Mariza",PT,Pop
Portugal,4,2023-07-02,Como Tu,Barbara Bandeira & Ivandro,PT,
Portugal,5,2023-07-02,A Nossa Danca,Calema,ST,Afro-Pop
Portugal,6,2023-07-02,La Bachata,Manuel Turizo,CO,Urbano latino
Portugal,7,2023-07-02,Nosso Quadro,Agroplay & Ana Castela,Mato Grosso do Sul,
Portugal,8,2023-07-02,Novo Balanco,"Veigh, Bvga Beatz, Supernova Ent & Prod Malax",Malabo,Hip-Hop/Rap
Portugal,9,2023-07-02,Calm Down,Rema,GB,
Portugal,10,2023-07-02,Daylight,David Kushner,US,Pop
Portugal,11,2023-07-02,Casa,D.A.M.A. & Buba Espinho,,
Portugal,12,2023-07-02,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
Portugal,13,2023-07-02,Flowers,Miley Cyrus,US,Pop
Portugal,14,2023-07-02,Planeta,Bispo & Barbara Tinoco,Lisboa,
Portugal,15,2023-07-02,Conexoes De Mafia,Matue & Rich The Kid,BR,
Portugal,16,2023-07-02,El Merengue,Marshmello & Manuel Turizo,CO,Pop in Spanish
Portugal,17,2023-07-02,Loucamente,D.A.M.A. & Los Romeros,ES,
Portugal,18,2023-07-02,Preco Certo,Pedro Mafama,PT,Alternative
Portugal,19,2023-07-02,Creepin',"Metro Boomin, Weeknd & 21 Savage",US,
Portugal,20,2023-07-02,Beso,Rosalia & Rauw Alejandro,PR,
Portugal,1,2023-06-04,Chakras,Ivandro & Julinho KSD,PT,
Portugal,2,2023-06-04,Como Tu,Barbara Bandeira & Ivandro,PT,
Portugal,3,2023-06-04,La Bachata,Manuel Turizo,CO,Urbano latino
Portugal,4,2023-06-04,Nosso Quadro,Agroplay & Ana Castela,Mato Grosso do Sul,
Portugal,5,2023-06-04,Casa,D.A.M.A. & Buba Espinho,,
Portugal,6,2023-06-04,Flowers,Miley Cyrus,US,Pop
Portugal,7,2023-06-04,A Nossa Danca,Calema,ST,Afro-Pop
Portugal,8,2023-06-04,Planeta,Bispo & Barbara Tinoco,Lisboa,
Portugal,9,2023-06-04,Calm Down,Rema,GB,
Portugal,10,2023-06-04,Ta Tudo Bem,T-Rex,GB,Hip-Hop/Rap
Portugal,11,2023-06-04,Conexoes De Mafia,Matue & Rich The Kid,BR,
Portugal,12,2023-06-04,Daylight,David Kushner,US,Pop
Portugal,13,2023-06-04,Maria Joana,"Nuno Ribeiro, Calema & Mariza",PT,Pop
Portugal,14,2023-06-04,Beso,Rosalia & Rauw Alejandro,PR,
Portugal,15,2023-06-04,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance
Portugal,16,2023-06-04,Creepin',"Metro Boomin, Weeknd & 21 Savage",US,
Portugal,17,2023-06-04,Coracao De Gelo,WIU,BR,Rap
Portugal,18,2023-06-04,TQG,Karol G & Shakira,CO,
Portugal,19,2023-06-04,Novo Balanco,"Veigh, Bvga Beatz, Supernova Ent & Prod Malax",Malabo,Hip-Hop/Rap
Portugal,20,2023-06-04,Pilantra,Jao & Anitta,BR,
Portugal,1,2023-05-07,Casa,D.A.M.A. & Buba Espinho,,
Portugal,2,2023-05-07,Flowers,Miley Cyrus,US,Pop
Portugal,3,2023-05-07,Como Tu,Barbara Bandeira & Ivandro,PT,
Portugal,4,2023-05-07,La Bachata,Manuel Turizo,CO,Urbano latino
Portugal,5,2023-05-07,Calm Down,Rema,GB,
Portugal,6,2023-05-07,Nosso Quadro,Agroplay & Ana Castela,Mato Grosso do Sul,
Portugal,7,2023-05-07,Planeta,Bispo & Barbara Tinoco,Lisboa,
Portugal,8,2023-05-07,Creepin',"Metro Boomin, Weeknd & 21 Savage",US,
Portugal,9,2023-05-07,A Nossa Danca,Calema,ST,Afro-Pop
Portugal,10,2023-05-07,Ta Tudo Bem,T-Rex,GB,Hip-Hop/Rap
Portugal,11,2023-05-07,Coracao De Gelo,WIU,BR,Rap
Portugal,12,2023-05-07,Beso,Rosalia & Rauw Alejandro,PR,
Portugal,13,2023-05-07,Conexoes De Mafia,Matue & Rich The Kid,BR,
Portugal,14,2023-05-07,Love Again,Richie Campbell,PT,
Portugal,15,2023-05-07,Chakras,Ivandro & Julinho KSD,PT,
Portugal,16,2023-05-07,Maria Joana,"Nuno Ribeiro, Calema & Mariza",PT,Pop
